county,T,loss
12011.0,0,"[5296981.713939315, 1709664.4569337403, 1971506.1612917972, 646371.4620819751, 1503126.166968748, 995152.5693036225, 708760.504208919, 3288230.329958734, 1054527.310404635, 2637737.4888632228, 156657.99949644328, 7035559.493196936, 1562827.4690722858, 1015635.4421039056, 3810672.8844576455, 1194563.1336603859, 407304.7608886852, 2666640.09063865, 3810733.3888428076, 1373768.180692754, 2516664.927225336, 1361452.5412980889, 1297658.3662460546, 2442787.563462174, 4723984.646493443, 753278.7473554657, 954905.6482761558, 1731184.7764634246, 2481028.4254681845, 579963.8113519612]"
12011.0,1,"[812182.3991690383, 4583342.9075923525, 1249478.887039389, 70576.04861442414, 2576535.2953914613, 491338.9965123097, 4210901.156336419, 672470.5776274528, 2458761.77680372, 1407623.1511468443, 312196.9036059395, 1401946.4686070946, 244939.8463982072, 3459381.348069961, 2786614.5144850006, 1831483.2408843301, 1040086.3202590585, 3381177.8897511302, 1063434.9842198933, 1109215.076888583, 589129.817933813, 1569103.2965925345, 1965990.617431557, 977569.2624949213, 851773.7154761744, 309835.5632007298, 884967.5475958821, 351261.36749750987, 1392552.8025678056, 2081490.79451615]"
12011.0,2,"[3740239.789091427, 1639241.2623247358, 5045104.510141604, 3556054.6114122546, 389402.589939091, 1138593.6135372974, 2157771.9009319097, 2300506.8209222406, 3891383.8262414765, 1120026.5220776233, 1172456.6746625733, 1833070.9617883863, 5010900.442689099, 862342.4200146544, 6463564.679259613, 7680063.813716306, 780655.1387111375, 1791142.3270670625, 3967550.5535428533, 2247706.0135320537, 2184414.15153616, 2439865.987476594, 3214774.830210939, 2139168.760459308, 3748878.1983298394, 2126310.440901984, 5386520.689299384, 2908615.573343057, 2660177.4546715724, 6172931.230130656]"
12011.0,3,"[5117600.195167688, 3422901.6930155023, 896827.3685093316, 3797680.9102075333, 3142599.0940096974, 7040101.869759011, 3295895.3201196585, 2578991.8080220255, 5350393.383686509, 193113.14188969458, 73977.25198799996, 440146.55943140906, 10771555.323969923, 5899680.331162774, 1881279.0601522438, 2156480.041260666, 1636523.6015207632, 2141508.444088148, 1069066.4298992937, 2391432.048755133, 7863234.520900387, 653318.9291342522, 3412560.8970097597, 6869420.166919802, 3191428.7762460294, 3165081.270171995, 8249106.961776902, 3118190.5191301065, 2434002.197245001, 1058545.7572846946]"
12011.0,4,"[2597297.7377014696, 681842.0227092736, 3772203.182101463, 773704.2355465628, 6217331.118309337, 750740.8075072169, 1630910.0235602348, 3329057.07372374, 3201850.488020375, 5226219.5386419045, 7051830.49692695, 486092.57069584844, 4619504.634229888, 2695491.7130101114, 4632496.419189405, 1413108.4651360628, 2771125.410345586, 1168557.7948530526, 1603893.9934063766, 230633.07843384563, 7876056.58288629, 2561934.376700879, 7526768.803209499, 7845705.12768397, 181609.13572515955, 3457032.9836320183, 2741021.242275264, 10792782.21709384, 2519372.152014878, 3485941.8124019546]"
12011.0,5,"[973451.4498599303, 13284655.796784323, 3991706.0174795548, 5536485.780644146, 467422.54545934265, 9065673.423484197, 2062691.2759124613, 3260879.6098001515, 861164.1423377286, 541503.5797079006, 1171060.283469386, 3696313.0378952366, 2060308.9142995353, 2946618.5745739555, 1482726.2991134739, 694761.0526589057, 1129893.7084453485, 2314208.5297161685, 2588890.404920646, 2816529.1007500957, 1001707.4190127903, 942730.6513624984, 1411737.1685900372, 5299852.393241298, 1279703.3637020963, 186701.73561284714, 4831012.089419892, 3604108.1603756887, 2459541.002413514, 1956518.9373472352]"
12011.0,6,"[1914797.7002647007, 2727113.4638179867, 4325398.4150306005, 3693389.173331793, 6786217.007471795, 1350280.1091565327, 219133.98303696807, 4727742.333881522, 1885502.769314277, 3502306.182372462, 2888247.0399567755, 1015453.2649937749, 7365628.746905841, 2576334.005412372, 7053471.938700299, 6560393.176607111, 2198553.438364783, 702739.3527909771, 3412378.638842596, 1637634.6435587043, 1373978.3983910515, 2209226.350596597, 2657368.6347140074, 1551877.3747593546, 4211117.566440287, 5654695.417319047, 3148241.071181957, 956519.9019044283, 625439.3919775812, 665389.9282383323]"
12011.0,7,"[11648136.726796437, 3309536.1225410094, 300758.60177645716, 2931574.515971019, 2002528.803435267, 2033584.969149514, 1869284.5465453488, 2047380.22139093, 246696.63822270837, 4884611.462774909, 4064172.936121456, 3676845.994122588, 1372097.5777878053, 1450418.2686059359, 1166863.0200834128, 897441.049820819, 3424398.328587023, 1987113.6507386465, 1992185.0107809934, 8137988.288438924, 976634.2678806231, 7579769.657245392, 2282982.2799146012, 2090499.4188858096, 3998617.910912776, 6356510.228185795, 46233.94073626535, 2006519.8314923188, 4088663.2156345327, 1248287.0242851323]"
12011.0,8,"[2329080.546390484, 1997224.5584921532, 3763061.5848254985, 2478364.588693963, 6073804.036596081, 3585783.788707629, 3879091.8579417695, 4005210.9811633, 1963055.4050894794, 834297.9110743066, 2079372.6114239912, 6471652.227005318, 693621.928933285, 2480911.128531625, 2011553.15417739, 2716861.213265383, 5089179.081576557, 3165536.221516493, 5707487.916154191, 3091390.6878868756, 603797.9664117737, 1974612.6300329347, 345629.84411493986, 3301267.890714826, 1483733.455958739, 5862151.507230376, 1265068.2132957038, 3325341.0646517086, 3915302.310366554, 1752242.3613420555]"
12011.0,9,"[1587378.990942301, 8453524.454854956, 2148195.353110302, 6370875.029567994, 2485264.4612304387, 1488269.198151587, 7474151.038274489, 5797029.968182472, 9785210.690655023, 946465.028243888, 326642.26860903937, 2920289.2141257874, 1836663.3582283123, 754753.768431977, 1511718.1494112718, 8675808.453570122, 1646106.727304523, 3183146.9137695353, 2060593.0769244274, 309606.0631480214, 868658.8311811673, 6471447.385575376, 191877.1371651574, 6154462.521121321, 2821660.2540041, 3745016.698353305, 4124219.3889607764, 878458.5374486186, 6027895.6837247955, 1362098.3280766003]"
12013.0,0,"[4657.074277706996, 1404.4130731951816, 38318.94429971456, 95664.01842283437, 9346.164893822306, 19575.181340562915, 6346.803983145162, 16777.903700369523, 35416.48706974189, 110990.86699120315, 60797.14773523474, 46903.16710097636, 65053.12728314875, 13039.080868581446, 20836.498800594567, 234300.9730532787, 5406.749520216624, 89292.32357295217, 22710.98275520089, 149253.31271108743, 59218.20564523279, 27344.896789486414, 64596.11225545021, 123781.171650866, 2558.5175428250445, 13048.520380988402, 9722.84392220551, 30607.790171651937, 64023.010385332425, 338.1062761152144]"
12013.0,1,"[11070.17292207891, 110144.61156239778, 111.00720351031019, 26176.55029424608, 40752.78385811195, 5525.13369931346, 76461.64863771279, 5618.312558313661, 81444.82560514774, 72956.60906845608, 138464.28596288583, 0.0, 137824.63674653578, 105432.55266495472, 9405.398963054848, 42900.20899586504, 290.3505856224218, 2261.547164971538, 48823.62256916037, 0.0, 54303.57297791936, 4175.057477269297, 5548.6667884957005, 167388.47801888207, 3723.5102664734886, 0.0, 16223.413130359055, 43477.47073707188, 2654.3545418473896, 76431.29369306398]"
12013.0,2,"[113476.35484654861, 19348.399011111156, 69924.60274270884, 107350.9503899802, 14216.363575545636, 18488.78441793031, 8024.004698429012, 13233.81057121792, 2607.861704438435, 116.28832931036189, 13914.25993578305, 32.478419578334346, 88892.17984093288, 17495.76530773828, 0.0, 412095.210774639, 11320.913724934346, 53140.82387416372, 46085.51511424795, 18506.563894897008, 109845.40242382268, 8196.247756527739, 4293.60295310324, 133548.01615096143, 282661.2550559817, 190118.81834899, 51315.68225907469, 2448.324567801266, 16921.32548610168, 202845.69413204855]"
12013.0,3,"[61502.42774188476, 4862.188458072906, 24218.981410713113, 25262.44970238989, 44156.40391755756, 58126.26107971977, 11042.844801485306, 48028.42220661329, 15542.097825642992, 75997.91499637315, 60815.68155585417, 23327.147523821543, 7733.119330560952, 99082.84985989891, 37049.891537945456, 91923.3342401215, 380767.9919547798, 135871.82725551657, 75492.2373970692, 118124.40877897119, 64513.65659115527, 7190.730772486501, 17008.002500540035, 26230.995349647754, 80917.18293447523, 29858.745630473826, 47623.37736276943, 73620.73273512107, 86342.70354794066, 7767.147735860699]"
12013.0,4,"[29298.612062394008, 9714.077198346233, 4457.063351491607, 44111.414657339905, 765.1485259538247, 73787.98861759508, 44064.52267250029, 123548.63291863681, 94419.11998617396, 42506.13138022411, 79083.51938744594, 4312.1469591202995, 4379.948697244417, 12642.698569202243, 4454.94251767747, 60656.88084591197, 58643.18481606375, 22644.740560709903, 85741.32005548387, 5440.620818459979, 31091.157084874023, 63867.84064571118, 23912.659982573787, 49700.024920202, 180398.94774937705, 31814.727483853567, 17520.93432479336, 125660.84911331188, 5105.20727615048, 50538.0646485526]"
12013.0,5,"[10283.13709701429, 38965.19845724116, 58833.712486135264, 28580.251458974824, 10500.183585518167, 99255.98100585937, 31581.30754307815, 3590.092388346487, 10427.020493197859, 21042.595737830197, 12665.636114791896, 211211.47195009937, 2626.2302085080646, 141198.8546926478, 42668.22604966784, 119.83114677885565, 65858.77564435777, 14572.766416227947, 131423.76440880605, 96333.14870271632, 96886.61823598176, 91243.36698592931, 5127.169365480033, 24491.696416122944, 17658.62326636296, 30759.03934032475, 104966.1408466104, 24314.489589309163, 126369.5787842356, 20863.966945733748]"
12013.0,6,"[12777.779142681113, 478.61453884576076, 76340.42543547324, 11412.478327402787, 55587.85270763006, 17369.859588435633, 52914.223883655395, 177500.62392614022, 19140.06422716416, 24655.30680113206, 76181.71135744399, 26742.05868898137, 8205.160708821077, 1135.5510804909136, 149750.0060645481, 85521.69617053773, 41758.9717429934, 13763.04787574528, 43020.92275336123, 24334.722086991518, 0.0, 66527.19715951325, 105212.3747895305, 3504.2126740066146, 23755.045602288657, 178489.9809180154, 16696.706735198488, 1734.3159029919127, 13360.576531672948, 11171.787219694796]"
12013.0,7,"[119769.68375821691, 5483.730000877607, 14497.98751048781, 6.804746884134177, 285041.2483979151, 43335.23132315122, 29390.28581181465, 123605.6955431234, 6920.4295864389, 149260.0568147954, 17633.167468100237, 45856.523738625285, 31940.691321372207, 78008.32585748973, 20061.863031379955, 11172.222748583588, 88655.87990991623, 78592.32925278682, 40182.280193734594, 23984.96138652935, 3209.7034693161486, 104262.38824521493, 72292.39188843241, 5535.031682220004, 105549.88441321992, 181602.9310938951, 0.0, 55361.38819188752, 14774.001084357378, 66805.14930350344]"
12013.0,8,"[19773.17549850963, 33373.229171924206, 125920.10948083985, 10164.266796918102, 36849.92223079727, 98333.24142144294, 157127.14744642502, 29068.210357871867, 96717.85375888625, 1156.2394843195432, 78170.4249516277, 2376.6421220598118, 55235.3025431891, 21935.685058367966, 28671.15575206022, 32321.92662054078, 193570.21957372208, 10536.959436529998, 16693.090349500402, 66326.1917325362, 51909.811980135026, 700.9003255389893, 487.4009818565735, 39634.12627735498, 130334.12290361566, 61637.160409551936, 0.0, 172041.0703950631, 30506.965421481265, 23160.383390153722]"
12013.0,9,"[4114.784292924565, 85869.3100848692, 56573.817261213844, 42918.058693249994, 195.07699172502757, 28419.07449631308, 51006.86719381947, 163607.93508154515, 96955.04662539616, 44941.621326246524, 90756.43071680969, 60701.764188595305, 121209.28716975801, 78309.71340354338, 20840.81165627042, 13736.153303223871, 6864.164593394438, 108606.1248614144, 50394.07055264678, 38736.74702164657, 113543.90889340513, 61913.15202457088, 6459.205362724999, 108631.98278365516, 280946.5446241668, 330998.0281727052, 56646.971063368765, 50299.84442335333, 61535.34753111335, 100074.0396269636]"
12015.0,0,"[249340.56560698335, 386986.00639997714, 189984.54744674993, 1047319.0460723698, 169753.0051628793, 423206.25432154816, 120272.60470867659, 264967.66489535617, 463640.9446239165, 991171.4183189657, 220183.1611893562, 504034.34292967094, 333080.64132137405, 300340.3073311842, 421371.4879833888, 823257.9326640062, 1088596.3976685847, 695812.6342282011, 428231.8750501373, 208044.91669708738, 662552.1365371041, 226697.93691423727, 67925.95260108823, 195014.2509889669, 306958.95508010115, 40982.64206176945, 165150.87583361892, 419050.66698016203, 209023.56445845857, 165275.61676488857]"
12015.0,1,"[100353.21648853528, 233690.5016377474, 49172.19420621453, 112565.69725243673, 168006.71837654104, 297042.5996098061, 199294.24951149512, 403540.03959744045, 546170.2824397666, 246088.58828327904, 39208.81298919658, 162945.1466193423, 274601.65356581775, 168013.0252311862, 266334.7417613404, 224774.7734970128, 649540.0602760316, 105266.27450091353, 36169.005663451266, 696643.3508655714, 258427.29740414917, 861820.9047661488, 417899.67560146155, 69281.57091437264, 147708.26902948692, 263857.99806312245, 448028.8700974615, 17512.600426159814, 755096.2329263719, 220443.1057513446]"
12015.0,2,"[129711.50477508888, 182539.12693305983, 329815.7123574454, 186265.04760131895, 56467.38152161129, 390858.8431815446, 319394.5492097944, 117803.44050677247, 704154.6008699597, 166885.0096125035, 390774.73352440604, 1259663.5732530036, 35961.52573949672, 819077.6682341695, 242670.79645861208, 153477.03745624854, 526699.1657366531, 216615.06291233122, 167291.02312126578, 262373.0564309824, 30643.990635385362, 89883.1541639424, 160760.4142901928, 720114.1542169022, 415685.82531247876, 91738.24790468677, 431255.51203509467, 211422.6743221052, 449293.61628557055, 517936.94355627184]"
12015.0,3,"[111200.9519807186, 271186.8098441611, 32395.03971165736, 136129.55808251057, 1223809.685518111, 1058847.0689517034, 436404.22226773406, 657110.9467396922, 462448.7693644093, 316868.04916246864, 216137.70232214849, 511278.5434004442, 411834.36751542304, 533017.8405508159, 1123281.0412168843, 187020.83005314303, 383529.8217901469, 413894.91341231985, 232949.57376677654, 167751.34020682395, 149453.69150588018, 139188.58104552297, 237761.78045414563, 111108.44496697866, 228277.5522769877, 410260.15374352795, 257898.1932270506, 385288.02767807414, 294453.6572778336, 96821.64685154193]"
12015.0,4,"[372257.71260208485, 257756.26631194082, 242549.38370482117, 131641.92725474518, 276994.00861827144, 234049.9331002976, 290813.9254891312, 422815.61993984063, 321433.93438557594, 468100.1077061777, 120596.70041838798, 475862.28041676246, 68163.6654195924, 127841.41510883416, 121044.45522260587, 15543.381725808762, 60722.14672123698, 258022.37201297746, 196263.96875002093, 254781.4445103328, 35834.38907806988, 77223.23061554029, 350871.4267278212, 380844.5137651325, 303542.30432835146, 217340.69921896185, 742821.8787151378, 314017.26000374195, 73556.8046998024, 394190.9714703697]"
12015.0,5,"[351581.64407986234, 60334.27827911968, 178073.48369063478, 296246.57693654316, 475332.9422114586, 56123.517030827425, 94132.3029920984, 214087.03072486212, 280171.2598832558, 167321.4963839762, 693058.8274629262, 164200.0948045019, 481420.0853587329, 321787.8065436925, 196914.7830043028, 293893.3176125086, 555302.4407947812, 418475.3467763842, 276944.55617451307, 80416.7937738798, 309348.48717424925, 398574.5449896884, 1174841.6928176107, 59510.262100397995, 1202944.0456838051, 172942.10908415302, 773484.1401619815, 411903.43964575446, 154445.50544422635, 94149.7030468573]"
12015.0,6,"[184049.07719501347, 597405.880482211, 149840.3167058378, 496455.57495382323, 747308.7916731244, 362989.94649962377, 171175.14158659548, 131338.45479233423, 511778.3159759364, 1022712.6371314985, 331490.35059268813, 120733.37509407269, 658454.4442543339, 72092.1556112736, 340585.10710290074, 223728.0753410318, 123818.3257149088, 356311.57614438713, 518967.6476954091, 105627.2396227426, 96759.6888057305, 416929.87996435765, 762885.2583799015, 166928.70602365048, 246263.74906954254, 177384.11191178823, 730154.31210241, 435260.3843087922, 175142.364640188, 37203.91529547563]"
12015.0,7,"[406787.1525479, 236289.68605532148, 184962.6331758621, 138834.17166873446, 710043.1059856337, 502728.0729883208, 359632.3511169333, 560865.3523705192, 234696.44762114293, 222485.93964892856, 389689.9335424253, 492242.8104741418, 191447.57808368446, 276222.53161594085, 159190.0876787611, 350587.8712550754, 708516.6808904749, 135883.48774889566, 223593.54127491135, 182370.7021644193, 164727.11268454482, 478089.07482393313, 130213.17276767515, 149419.4215315596, 310540.07289230055, 503497.1651900482, 236214.18657591246, 449696.3823211073, 655714.6130679977, 330114.92998344364]"
